주차장명,주소,주차장 종류명,운영구분명,전화번호,주차 면(주차 가능 차량 수),유무료구분명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),"토요일 유,무료 구분명","공휴일 유,무료 구분명",월 정기권 금액,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,위도,경도
영동대로96길(구),강남구 삼성동 172-63 ,노상 주차장,시간제 주차장,,81,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,0,0,24000,37.51080776,127.0633653
도산대로45길(구),강남구 신사동 668-23 ,노상 주차장,시간제 주차장,,46,유료,1000,2000,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.52380832,127.0355874
영동대로106길(구),강남구 삼성동 172-22 ,노상 주차장,시간제 주차장,,63,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,0,0,24000,37.51318723,127.061367
테헤란로69길(구),강남구 삼성동 172-99 ,노상 주차장,시간제 주차장,,28,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.50674333,127.0525107
논현로28길(구),강남구 도곡동 524-0 ,노상 주차장,시간제 주차장,,70,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,0,0,24000,37.48395493,127.0446947
헌릉로745길(구),강남구 율현동 101-10 ,노상 주차장,시간제 주차장,,244,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,0,0,24000,37.47012337,127.1190473
언주로147길(구),강남구 논현동 279-22 ,노상 주차장,시간제 주차장,,13,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.51974811,127.0331264
남부순환로397길(구),강남구 대치동 600-13 ,노상 주차장,시간제 주차장,,83,유료,1000,2000,0,0,0,0,유료,유료,120000,300,5,0,0,24000,37.49301215,127.057886
언주로171길(구),강남구 신사동 668-11 ,노상 주차장,시간제 주차장,,29,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.52759968,127.0320211
봉은사로68길(구),강남구 삼성동 172-72 ,노상 주차장,시간제 주차장,,76,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.50870253,127.0527827
테헤란로64길(구),강남구 대치동 1011-11 ,노상 주차장,시간제 주차장,,12,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.50466602,127.0510755
대치유수지(구),강남구 대치동 78-30 ,노상 주차장,시간제 주차장,,99,유료,900,1900,0,0,0,0,유료,유료,80000,200,5,0,0,16000,37.5061531,127.0681796
개봉1동노상(구),구로구 개봉동 416-285  ,노상 주차장,시간제 주차장,,98,유료,900,1800,900,1800,900,1800,무료,무료,0,100,5,0,0,0,37.49654867,126.8547661
압구정로29길(구),강남구 압구정동 453-0 ,노상 주차장,시간제 주차장,,175,유료,900,1900,0,0,0,0,유료,유료,80000,200,5,0,0,16000,37.52966891,127.0279925
영동6교밑(시),강남구 대치동 512-1,노상 주차장,시간제 주차장,02-445-0501,39,유료,900,1900,900,1700,900,1700,무료,무료,0,150,5,150,5,0,37.49448397,127.0709625
강남대로150길(구),강남구 논현동 280-1 ,노상 주차장,시간제 주차장,,9,유료,1000,2000,0,0,0,0,유료,유료,150000,400,5,0,0,30000,37.51574589,127.0203324
은마아파트(구),강남구 대치동 316-0 ,노상 주차장,시간제 주차장,,59,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,0,0,24000,37.49906687,127.0635894
일원동맛의거리(구),강남구 일원동 709-13 ,노상 주차장,시간제 주차장,,27,유료,1100,2100,0,0,0,0,유료,유료,50000,100,5,0,0,10000,37.49014256,127.0840914
압구정고가2(시),강남구 신사동 668-0,노상 주차장,시간제 주차장,02-445-0501,18,유료,900,2000,900,2100,900,2100,무료,무료,0,500,5,500,5,0,37.52579172,127.0283647
개봉역(중앙)(시),구로구 개봉동 403-10,노상 주차장,시간제 주차장,031-405-8808,30,유료,900,2200,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.49442184,126.856283
온수역(남)노상(시),구로구 온수동 51-26,노상 주차장,시간제 주차장,031-405-8808,43,유료,900,1900,900,1500,0,0,무료,유료,65000,100,5,100,5,0,37.49197101,126.8241372
제방도로(시),구로구 구로동 69-5,노상 주차장,시간제 주차장,032-872-7078,16,유료,900,1900,900,1500,0,0,무료,유료,0,150,5,150,5,0,37.49968261,126.8928507
개봉역(남단)(시),구로구 개봉동 403-31,노상 주차장,시간제 주차장,031-405-8808,30,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.49328733,126.8561958
대림역2(시),구로구 구로동 73-9,노상 주차장,시간제 주차장,,35,유료,900,1900,900,1500,0,0,무료,유료,0,150,5,150,5,0,37.49607455,126.8936272
구로고가밑(시),구로구 가리봉동 127-30,노상 주차장,시간제 주차장,031-405-8808,11,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.47942217,126.8894618
화곡8동 배다리동길(구),강서구 화곡동 890-0 ,노상 주차장,시간제 주차장,,108,유료,900,1900,900,1500,0,0,무료,유료,120000,200,5,200,5,10000,37.52890484,126.8497004
가양3동 황금내공원길(구),강서구 가양동 1485-0 ,노상 주차장,시간제 주차장,02-2607-9113,80,유료,900,1900,900,1500,0,0,무료,유료,50000,100,5,100,5,5000,37.56330394,126.8613526
화곡4동 배다리동길(구),강서구 화곡동 842-11 ,노상 주차장,시간제 주차장,02-2607-9113,82,유료,900,1900,900,1500,0,0,무료,유료,120000,200,5,200,5,10000,37.53014929,126.8600198
화곡2동 배다리동길(구),강서구 화곡동 881-14 ,노상 주차장,시간제 주차장,02-2607-9113,209,유료,900,1900,900,1500,0,0,무료,유료,120000,200,5,200,5,10000,37.52904061,126.8520895
화곡1동 달구지길(구),강서구 화곡동 361-1,노상 주차장,시간제 + 거주자 주차장,02-2607-9113,29,유료,900,1900,900,1500,0,0,무료,무료,120000,250,5,250,5,10000,37.5335148,126.8383195
화곡1동 배다리서길(구),강서구 화곡동 914-3 ,노상 주차장,시간제 주차장,02-2607-9113,299,유료,900,1900,900,1500,0,0,무료,유료,120000,250,5,250,5,10000,37.52815258,126.8401909
방신시장 고객주차장(구),강서구 방화동 858-0 ,노상 주차장,시간제 주차장,02-2666-4080,10,유료,900,1900,900,1900,0,0,무료,유료,60000,500,10,0,0,0,37.57204379,126.8135187
등촌3동 꿈나무길(구),강서구 등촌동 701-0 ,노상 주차장,시간제 주차장,02-2607-9113,59,유료,900,1900,900,1500,0,0,무료,유료,120000,250,5,250,5,10000,37.56073107,126.8469772
등촌3동 구암길(구),강서구 등촌동 695-0,노상 주차장,시간제 주차장,02-2607-9113,52,유료,900,1900,900,1500,0,0,무료,유료,120000,250,5,250,5,10000,37.56124511,126.8461576
망원 유료 주차장(구),마포구 망원동 394-79 ,노상 주차장,시간제 주차장,,87,유료,900,1900,0,0,0,0,유료,유료,0,150,5,150,5,0,37.55459028,126.9011057
방화로(시),강서구 공항동 796-0 ,노상 주차장,시간제 주차장,031-903-3345,62,유료,900,1800,0,0,0,0,유료,유료,0,100,5,100,5,0,37.55547754,126.8166202
제물포로(시),강서구 화곡동 947-3,노상 주차장,시간제 주차장,02-2663-6209,88,유료,900,1900,900,1500,0,0,무료,유료,0,150,5,150,5,0,37.52935983,126.8587515
화곡6동 신학대길(구),강서구 화곡동 980-19 ,노상 주차장,시간제 주차장,02-2607-9113,51,유료,900,1900,900,1500,0,0,무료,유료,120000,250,5,250,5,10000,37.55043073,126.8503151
경남 공영주차장(구),마포구 서교동 376-5 ,노상 주차장,시간제 주차장,,22,유료,1100,2100,1100,2100,0,0,무료,유료,0,250,5,250,5,0,37.55399981,126.9190031
홍대서측 노상 공영주차장(구),마포구 서교동 366-19,노상 주차장,시간제 주차장,,168,유료,1200,2300,1200,2300,1200,2300,무료,무료,0,400,5,400,5,0,37.55114502,126.9213372
화곡6동 방죽길(구),강서구 화곡동 1112-1 ,노상 주차장,시간제 주차장,02-2607-9113,65,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,10000,37.55244106,126.8509991
동교동 노상 공영주차장(구),마포구 서교동 332-1,노상 주차장,시간제 주차장,,67,유료,1100,2100,1100,2100,1100,2100,무료,무료,120000,400,5,400,5,0,37.55675242,126.9269787
새물결 노상 공영주차장(구),마포구 동교동 165-1,노상 주차장,시간제 주차장,,17,유료,1200,2300,1200,2300,1200,2300,무료,무료,0,400,5,400,5,0,37.55645301,126.924933
용강동 노상 공영주차장(구),마포구 용강동 122-15,노상 주차장,시간제 주차장,,54,유료,1200,2200,1200,1800,0,0,무료,유료,0,250,5,250,5,0,37.5396973,126.9437561
청기와 유료 주차장(구),마포구 서교동 479-4 ,노상 주차장,시간제 주차장,,84,유료,900,1900,0,0,0,0,유료,유료,0,250,5,250,5,0,37.55775244,126.9135971
연남 유료 주차장(구),마포구 연남동 228-23 ,노상 주차장,시간제 주차장,,78,유료,1000,2100,1000,2100,0,0,무료,유료,0,250,5,250,5,0,37.56207319,126.9244254
합정 노상 공영주차장(구),마포구 서교동 394-22,노상 주차장,시간제 주차장,,29,유료,1200,2300,1200,2300,1200,2300,무료,무료,0,400,5,400,5,0,37.5489203,126.9164528
그린빌딩옆 노상 공영주차장(구),중구 남대문로5가 267-0 0,노상 주차장,시간제 주차장,02)2280-8365,33,유료,800,2200,900,2200,0,0,무료,유료,180000,250,5,250,5,0,37.55605103,126.9766845
뉴국제호텔 앞 노상 공영주차장(구),중구 태평로1가 18-0 0,노상 주차장,시간제 주차장,02)842-0024,17,유료,800,2200,900,2200,0,0,무료,유료,250000,600,5,600,5,0,37.56820106,126.9779532
청계3(창경궁로_남)(시),중구 주교동 123-1 0,노상 주차장,시간제 주차장,02-864-8400,12,유료,900,1500,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56790593,126.9979848
청계3(남)(시),중구 주교동 51-3 0,노상 주차장,시간제 주차장,02-864-8400,23,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56878808,126.9983756
중앙의료원옆 이륜자동차 주차장(구),중구 을지로6가 18-79 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,12,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.56724706,127.0071772
훈련원공원 노상 공영주차창(구),중구 을지로6가 1-42 0,노상 주차장,시간제 주차장,02)2280-8367,8,유료,800,2200,900,2200,0,0,무료,유료,0,350,5,350,5,0,37.5676955,127.0050442
동대문비즈센터앞 이륜자동차 주차장(구),중구 신당동 200-5 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,9,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.56649529,127.0128049
청계5(방산동)(시),중구 방산동 5-0 0,노상 주차장,시간제 주차장,02-864-8400,36,유료,900,100,900,1500,1900,100,무료,무료,0,500,5,600,5,0,37.56947899,127.0032053
이화여고 앞 노상 공영주차장(구),중구 순화동 1-1 0,노상 주차장,시간제 주차장,010-2340-3578,14,유료,800,2200,900,2200,0,0,무료,유료,180000,250,5,250,5,0,37.56532003,126.9684567
대림상가노상공영주차장(구),중구 산림동 174-0 0,노상 주차장,시간제 주차장,02)2280-8363,73,유료,800,2200,900,2200,0,0,무료,유료,250000,500,5,500,5,0,37.56822328,126.9955516
청계2(남)(시),중구 입정동 185-0 0,노상 주차장,시간제 주차장,02-864-8400,20,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56823223,126.9928524
배오개길 노상 공영주차장(시),중구 예관동 22-1 0,노상 주차장,시간제 주차장,02-2272-8821,9,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56552814,126.9981562
한진면세점앞 노상 공영주차장(구),중구 남대문로5가 533-0 0,노상 주차장,시간제 주차장,02)2280-8365,18,유료,900,2000,900,2200,0,0,무료,유료,180000,250,5,250,5,0,37.55622358,126.9753727
청계5(동호로_남)(시),중구 방산동 4-47 0,노상 주차장,시간제 주차장,02-864-8400,11,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,500,5,0,37.5687419,127.0022465
청계5(평화시장)(시),중구 을지로6가 17-442 0,노상 주차장,시간제 주차장,02-2265-3531,20,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,500,5,0,37.56955719,127.0084027
국제화재빌딩옆 노상 공영주차장(구),중구 남대문로5가 145-0 0,노상 주차장,시간제 주차장,02)3789-7756,12,유료,700,2100,800,2100,0,0,무료,유료,250000,500,5,500,5,0,37.55805043,126.9760182
한국은행뒤 노상공영주차장(구),중구 북창동 93-1 0,노상 주차장,시간제 주차장,02)2280-8365,25,유료,800,2200,900,2200,0,0,무료,유료,250000,600,5,600,5,0,37.56266346,126.9790556
당인 유료 주차장(구),마포구 합정동 362-1 ,노상 주차장,시간제 주차장,,47,유료,1100,2100,0,0,0,0,유료,유료,0,300,5,300,5,0,37.54749691,126.918125
남평화시장앞 노상공영주차장(구),중구 신당동 779-0 0,노상 주차장,시간제 주차장,02)2280-8367,31,유료,0,2400,0,2400,0,2400,유료,유료,250000,500,5,500,5,0,37.56889505,127.0113144
청계6(신평화)(시),중구 신당동 217-91 0,노상 주차장,시간제 주차장,,5,유료,900,100,900,1500,1900,100,무료,무료,0,250,5,500,5,0,37.56957219,127.011496
구민회관앞 이륜자동차주차장(구),중구 을지로6가 18-14 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,20,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.56821281,127.00644
맑은내길 노상공영주차장(구),중구 신당동 213-0 0,노상 주차장,시간제 주차장,02)2280-8367,17,유료,0,2400,0,2400,0,2400,유료,유료,250000,500,5,500,5,0,37.56871261,127.0121914
해운센터빌딩 앞 노상 공영주차장(구),중구 소공동 59-0 0,노상 주차장,시간제 주차장,010-4002-0307,9,유료,800,2200,900,2200,0,0,무료,유료,250000,600,5,600,5,0,37.563226,126.980777
다동쉼터 노상공영주차장(구),중구 다동 46-0 0,노상 주차장,시간제 주차장,010-4002-0307,7,유료,800,2200,900,2200,0,0,무료,유료,250000,600,5,600,5,0,37.56794535,126.9800734
돈화문로 노상 공영주차장(시),중구 을지로3가 296-24 0,노상 주차장,시간제 주차장,02-2272-8821,48,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.5621994,126.9932122
조선호텔 앞 노상 공영주차장(구),중구 소공동 87-3 0,노상 주차장,시간제 주차장,02)842-0224,12,유료,800,2200,900,2200,0,0,무료,유료,250000,600,5,600,5,0,37.56390412,126.98005
청계2(충무로)(시),중구 입정동 181-0 0,노상 주차장,시간제 주차장,02-864-8400,13,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56758476,126.992564
한국관광공사옆 노상공영주차장(구),중구 다동 18-0 0,노상 주차장,시간제 주차장,010-4002-0307,9,유료,800,2200,900,2200,0,0,무료,유료,250000,600,5,600,5,0,37.56829336,126.9820278
마른내길 이륜자동차주차장(구),중구 오장동 148-21 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,6,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.56452251,127.000153
중곡복개천 공영주차장(B)(구),광진구 중곡동 277-20,노상 주차장,시간제 주차장,02-456-2591,35,유료,900,1900,900,1500,0,0,무료,유료,100000,200,5,200,5,0,37.55959684,127.0870776
남대문시장2번게이트앞 이륜자동차주차장(시),중구 남대문로4가 3-6 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,8,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.56081624,126.9775485
마른내길 노상 공영주차장(시),중구 인현동1가 87-10 0,노상 주차장,시간제 주차장,02-2272-8821,41,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56425915,126.9973069
청소년회관 뒤 노상 공영주차장(구),중구 수표동 50-1 0,노상 주차장,시간제 주차장,010-2340-3578,8,유료,800,2200,900,2200,0,0,무료,유료,250000,500,5,500,5,0,37.56702739,126.9903721
삼풍상가 노상 공영주차장(구),중구 인현동2가 56-0 0,노상 주차장,시간제 주차장,02)2280-8367,102,유료,900,2000,900,1600,0,0,무료,유료,250000,500,5,500,5,0,37.56549602,126.9958404
청계1(남)(시),중구 수표동 65-4 0,노상 주차장,시간제 주차장,02-864-8400,17,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56813765,126.9916443
남대문시장3번게이트 이륜자동차주차장(시),중구 남대문로3가 13-3 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,10,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.56098007,126.9783264
서울스퀘어빌딩앞 이륜차 전용주차장(시),중구 남대문로5가 541-0 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,10,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.55505071,126.9732346
영국대사관 옆 노상 공영주차장(구),중구 정동 5-1 0,노상 주차장,시간제 주차장,010-4002-0307,13,유료,800,2200,900,2200,0,0,무료,유료,250000,600,5,600,5,0,37.56659421,126.9765582
남대문시장연세상가앞 이륜자동차주차장(시),중구 남창동 235-1 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,19,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.5575941,126.9764276
남산케이블카 노상 공영주차장(시),중구 회현동1가 1-19 0,노상 주차장,시간제 주차장,02-2663-6209,22,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,250,5,0,37.55570135,126.9838385
중앙우체국옆 이륜자동차주차장(구),중구 충무로1가 15-0 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,23,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.56198513,126.9816314
을지로(시),중구 을지로3가 282-8 0,노상 주차장,시간제 주차장,02-2272-8821,101,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,500,5,0,37.56674238,127.0013472
청계8가 노상 공영주차장(시),중구 흥인동 162-1 0,노상 주차장,시간제 주차장,02)2280-8367,19,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,650,5,0,37.56973295,127.016434
남산파출소 노상 공영주차장(시),중구 회현동1가 1-16 0,노상 주차장,시간제 주차장,02-2663-6209,13,유료,900,1900,900,1500,0,0,무료,유료,0,500,10,500,10,0,37.55486044,126.9819955
남산소파길 노상 공영주차장(구),중구 예장동 8-172 0,노상 주차장,시간제 주차장,02)3396-6262,13,유료,900,2100,900,2100,900,2100,무료,무료,0,250,5,250,5,0,37.55669584,126.9854006
진양상가노상공영주차장(구),중구 인현동2가 181-0 0,노상 주차장,시간제 주차장,02)2280-8367,102,유료,900,1900,900,1500,0,0,무료,유료,250000,500,5,500,5,0,37.56255522,126.9957503
동서울 호텔길(A) 공영주차장(구),광진구 자양동 695-0 ,노상 주차장,시간제 주차장,,41,유료,900,1800,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.53087927,127.0917864
신성시장길공영노상주차장(구),광진구 중곡동 83-23,노상 주차장,시간제 주차장,,9,유료,900,1900,900,1500,0,0,무료,유료,100000,250,5,250,5,0,37.55752829,127.0897252
중곡복개천 공영주차장(구),광진구 중곡동 150-196,노상 주차장,시간제 주차장,,41,유료,900,1800,900,1500,0,0,무료,유료,100000,200,5,250,10,0,37.56093251,127.085048
동서울 호텔길(A) 공영주차장(구),광진구 자양동 695-0,노상 주차장,시간제 주차장,,19,유료,900,1900,900,1500,0,0,무료,유료,100000,250,5,250,5,0,37.53141346,127.0917531
동서울 호텔길(B) 공영주차장(구),광진구 자양동 735-0,노상 주차장,시간제 주차장,,19,유료,900,1900,900,1500,0,0,무료,유료,100000,250,5,250,5,0,37.5330472,127.0915882
동서울 호텔길(A) 공영주차장(구),광진구 구의동 695-0,노상 주차장,시간제 주차장,,34,유료,900,1800,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.53377001,127.0917309
동서울 호텔길(B) 공영주차장(구),광진구 구의동 735-0,노상 주차장,시간제 주차장,,34,유료,900,1800,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.5325392,127.0918327
신성시장길공영노상주차장(구),광진구 중곡동 88-21,노상 주차장,시간제 주차장,02-456-2591,26,유료,900,1900,900,1500,0,2400,무료,유료,100000,250,5,250,5,0,37.55599762,127.0918855
천호2동제2(구),강동구 천호동 431-2,노상 주차장,시간제 주차장,02-478-6147,5,유료,900,2000,900,2000,900,2000,무료,무료,0,250,5,0,0,0,37.54006137,127.1230263
송림기사식당길(B) 공영주차장(구),광진구 자양동 601-9,노상 주차장,시간제 주차장,02-2049-4540,9,유료,900,1900,900,1500,0,0,무료,유료,90000,200,5,200,5,0,37.53225591,127.0755382
신성시장길노상공영주차장(구),광진구 구의동 558-11,노상 주차장,시간제 주차장,02-456-2591,4,유료,900,1900,900,1500,0,0,무료,유료,100000,250,5,250,5,0,37.5546375,127.0938959
송림 기사식당길 공영주차장(구),광진구 자양동 227-1,노상 주차장,시간제 주차장,,45,유료,900,1900,900,1500,0,0,무료,유료,90000,200,5,200,5,0,37.53734311,127.0767978
송림 기사식당길 공영주차장(구),광진구 자양동 794-0,노상 주차장,시간제 주차장,02-2049-4540,39,유료,900,1900,900,1500,0,0,무료,유료,90000,200,5,200,5,0,37.53425598,127.0761313
주양쇼핑앞 거주자우선주차장(구),강동구 명일동 51-1 ,노상 주차장,시간제 + 거주자 주차장,,51,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,0,37.55184069,127.153122
주양쇼핑옆(구),강동구 명일동 47-21,노상 주차장,시간제 + 거주자 주차장,,45,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,0,37.55283718,127.1531269
거주자우선주차장(구),강동구 성내동 540-0 ,노상 주차장,시간제 + 거주자 주차장,,32,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,0,37.53054877,127.1237077
유진골프장(구),금천구 독산동 1081-2 ,노상 주차장,시간제 주차장,,40,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.46888952,126.8884353
서광모드(B)(구),금천구 가산동 60-33,노상 주차장,시간제 주차장,,14,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47518894,126.8858121
덕성엔앰피(구),금천구 가산동 345-15,노상 주차장,시간제 주차장,,27,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47232141,126.8827848
요업기술원-LG전자뒤(구),금천구 가산동 237-101,노상 주차장,시간제 주차장,,55,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47444327,126.890474
웅진코웨이~sk트윈타워(구),금천구 가산동 345-2,노상 주차장,시간제 주차장,,48,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47372445,126.8844729
범일운수~신세계물류센터(구),금천구 독산동 1001-2,노상 주차장,시간제 주차장,,45,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.46888335,126.8895855
가산중뒤(구),금천구 독산동 300-21,노상 주차장,시간제 주차장,,23,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.46813298,126.8940698
두산공원A~B(구),금천구 가산동 153-18 ,노상 주차장,시간제 주차장,,19,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47366909,126.8925132
모아래5길~천주교성당뒤(구),금천구 독산동 336-3,노상 주차장,시간제 주차장,,25,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47193243,126.8904319
두산공원A~B(구),금천구 독산동 298-1 ,노상 주차장,시간제 주차장,,14,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47305162,126.8943598
삼성물산~마이크로오피스(구),금천구 가산동 345-26,노상 주차장,시간제 주차장,,28,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47247638,126.8822739
조양화학(구),금천구 독산동 336-25,노상 주차장,시간제 주차장,,16,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47149651,126.8872811
조양화학(구),금천구 가산동 336-25,노상 주차장,시간제 주차장,,36,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47340045,126.8864327
신천지(구),금천구 독산동 152-1 ,노상 주차장,시간제 주차장,,22,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47279762,126.8976187
독산동 금천교(시),금천구 독산동 181-4,노상 주차장,시간제 주차장,031-405-8808,23,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.46658707,126.8898868
세일철강~LG전자연구소(구),금천구 가산동 319-15,노상 주차장,시간제 주차장,,28,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47246596,126.88519
가산디지털환승(구),금천구 가산동 35-2,노상 주차장,시간제 주차장,,41,유료,830,1900,0,0,0,0,유료,유료,65000,150,5,0,0,10000,37.48356499,126.8819704
모아래5길~천주교성당뒤(구),금천구 가산동 237-123,노상 주차장,시간제 주차장,,1,유료,800,1900,0,0,0,0,유료,유료,100000,1500,30,500,10,15000,37.47321653,126.8907001
가산중앞(구),금천구 독산동 300-26,노상 주차장,시간제 주차장,,20,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.4689665,126.8949421
우리은행(구),금천구 가산동 140-41,노상 주차장,시간제 주차장,,13,유료,800,1900,1000,1900,1000,1900,무료,무료,100000,500,10,500,10,15000,37.47703489,126.8902123
통일중공업~천지산업(구),금천구 가산동 371-57,노상 주차장,시간제 주차장,,9,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47816474,126.882671
LG텔레콤(구),금천구 가산동 60-36 ,노상 주차장,시간제 주차장,,43,유료,800,1900,1000,1900,1000,1900,무료,무료,100000,500,10,500,10,15000,37.47520246,126.8882259
삼환아파트(구),금천구 독산동 1004-6 ,노상 주차장,시간제 주차장,,24,유료,800,1900,0,0,0,0,유료,유료,100000,1500,30,500,10,15000,37.46482619,126.8914899
SJ테크노빌(구),금천구 가산동 60-19 ,노상 주차장,시간제 주차장,,37,유료,800,1900,1000,1900,1000,1900,무료,무료,100000,500,10,500,10,15000,37.47830171,126.8842748
서부간선도로(구),금천구 가산동 557-4,노상 주차장,시간제 주차장,,75,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47199908,126.8813245
협동봉제조합(구),금천구 가산동 139-31 ,노상 주차장,시간제 주차장,,13,유료,800,1900,1000,1900,1000,1900,무료,무료,100000,500,10,500,10,15000,37.4792425,126.8884015
가산동금천교(시),금천구 가산동 691-3,노상 주차장,시간제 주차장,031-405-8808,50,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,0,37.46597942,126.8870846
대륭1차~아톰(구),금천구 가산동 345-48,노상 주차장,시간제 주차장,,34,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.47173572,126.8827541
사조냉장-무등실업(구),금천구 독산동 303-2,노상 주차장,시간제 주차장,,28,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.4717525,126.8917905
방배복개도로제2지역 노상공영주차장(구),서초구 방배동 439-1,노상 주차장,시간제 주차장,010-3248-7364,99,유료,1000,2300,1000,2300,0,0,무료,유료,0,250,5,500,10,0,37.48408052,126.9827545
방배중앙로 노상공영주차장(구),서초구 방배동 760-3,노상 주차장,시간제 주차장,010-3378-9822,55,유료,1000,2000,1000,2000,0,0,무료,유료,0,250,5,500,10,0,37.49513255,126.9858743
반포복개천 노상공영주차장(구),서초구 반포동 57-0,노상 주차장,시간제 주차장,010-3378-9822,39,유료,900,2100,900,2100,0,0,무료,유료,0,400,5,800,10,0,37.50439538,127.009983
