업소 명,업종 명,업태 명,주소,위도,경도,X (N),Y (E),전화번호,지역구,,,,,,,,,,,,,,,X (N),Y (E),,가좌역,연남동,동교어린이공원,연트럴파크,홍대입구역 6번출구,참새방앗간 ,서강대역,서강대총동창회관,광성벤처프라자,공덕 파크자이,공덕역,브라운스톤 공덕,효창 푸르지오,효창공원역,,제한거리
금강산,일반음식점,한식, 독서당로 23 ,37.53060757,127.0071683,447906.7819,200633.5241,027925721,용산구,,,,,,,,,,,,,,,447906.7819,200633.5241,,,,,,,,,,,,,,,,,
밥샵,일반음식점,기타(일반음식점), 청파로 112 (한강로3가나진상가15동1층12) ,37.533089,126.9637772,448182.7523,196798.7833,027118933,용산구,,,,,,,,,,,,,,,448182.7523,196798.7833,,,,,,,,,,,,,,,,,
상하이베이,일반음식점,중국식, 청파로 74 (한강로3가전자랜드 신관 6층 A-3호) ,37.5327885,126.9595596,448149.5559,196426.0279,027175561,용산구,,,,,,,,,,,,,,,448149.5559,196426.0279,,,,,,,,,,,,,,,,,
텍사스부대찌개,일반음식점,한식, 청파로45길 9 ,37.5442019,126.9700996,449415.8204,197357.9163,027169996,용산구,,,,,,,,,,,,,,,449415.8204,197357.9163,,,,,,,,,,,,,,,,,
더함,일반음식점,한식, 청파로47길 52 2층 201203호 (청파동2가) ,37.54497251,126.967646,449501.4112,197141.1423,027073692,용산구,,,,,,,,,,,,,,,449501.4112,197141.1423,,,,,,,,,,,,,,,,,
맛나식당,일반음식점,한식, 녹사평대로26길 26 (이태원동(지상1층)) ,37.53103637,126.9917139,447954.3768,199267.6877,027971075,용산구,,,,,,,,,,,,,,,447954.3768,199267.6877,,,,,,,,,,,,,,,,,
고인돌,일반음식점,한식, 장문로 23 (이태원동(지하2층)) ,37.52856412,126.993108,447680.0062,199390.8729,027979434,용산구,,,,,,,,,,,,,,,447680.0062,199390.8729,,,,,,,,,,,,,,,,,
아그라(Agra),일반음식점,경양식, 이태원로 153 (이태원동덕흥빌딩(지하1층)) ,37.53459708,126.9909894,448349.5345,199203.6953,07082304320,용산구,,,,,,,,,,,,,,,448349.5345,199203.6953,,,,,,,,,,,,,,,,,
오키친,일반음식점,통닭(치킨), 이태원로19길 3 (이태원동(지상1층)) ,37.53463678,126.9918266,448353.934,199277.6865,027976420,용산구,,,,,,,,,,,,,,,448353.934,199277.6865,,,,,,,,,,,,,,,,,
아웃백스테이크하우스 이태원점,일반음식점,경양식, 이태원로 172 ,37.53422239,126.9929445,448307.9389,199376.4747,027495101,용산구,,,,,,,,,,,,,,,448307.9389,199376.4747,,,,,,,,,,,,,,,,,
술탄베이케밥,일반음식점,기타(일반음식점), 보광로 126 (이태원동 127-28 지상1층) ,37.53402424,126.9942253,448285.9413,199489.6611,027493890,용산구,,,,,,,,,,,,,,,448285.9413,199489.6611,,,,,,,,,,,,,,,,,
까사안토니오,일반음식점,경양식, 이태원로27길 6 (이태원동(지상2층)) ,37.53502622,126.9956146,448397.1294,199612.4464,027948806,용산구,,,,,,,,,,,,,,,448397.1294,199612.4464,,,,,,,,,,,,,,,,,
중일회관,일반음식점,한식, 이태원로 197 (이태원동 124-4 지상2층) ,37.53483521,126.9959178,448375.9317,199639.2432,027943392,용산구,,,,,,,,,,,,,,,448375.9317,199639.2432,,,,,,,,,,,,,,,,,
젤렌,일반음식점,한식, 독서당로 71 (한남동 261-5 외1필지(262-1) 지상1층) ,37.53401327,127.0084086,448284.7414,200743.111,027954766,용산구,,,,,,,,,,,,,,,448284.7414,200743.111,,,,,,,,,,,,,,,,,
오메가3치킨영양삼계탕,일반음식점,경양식, 이촌로64길 61 (이촌동) ,37.52022383,126.9677019,446754.9052,197145.1418,027907555,용산구,,,,,,,,,,,,,,,446754.9052,197145.1418,,,,,,,,,,,,,,,,,
열해,일반음식점,일식, 이촌로 248 ,37.51938587,126.9750279,446661.7151,197792.6643,027931188,용산구,,,,,,,,,,,,,,,446661.7151,197792.6643,,,,,,,,,,,,,,,,,
마루한정식,일반음식점,한식, 백범로 341 (원효로1가지하1층(115~118호)) ,37.53793759,126.9679749,448720.6948,197169.9389,027027003,용산구,,,,,,,,,,,,,,,448720.6948,197169.9389,,,,,,,,,,,,,,,,,
신안동찜닭,일반음식점,한식, 원효로 271 (원효로1가(지상1층)) ,37.5414088,126.9700962,449105.8535,197357.5164,027062344,용산구,,,,,,,,,,,,,,,449105.8535,197357.5164,,,,,,,,,,,,,,,,,
제주회집,일반음식점,일식, 효창원로70길 5 (효창동) ,37.54172377,126.9624514,449141.0498,196681.9973,027199010,용산구,,,,,,,,,,,,,,,449141.0498,196681.9973,,,,,,,,,,,,,,,,,
정선참숯골,일반음식점,한식, 이촌로29길 8-18 (한강로3가(지하1지상123층)) ,37.52370295,126.9600215,447141.2638,196466.4231,027949540,용산구,,,,,,,,,,,,,,,447141.2638,196466.4231,,,,,,,,,,,,,,,,,
남해,일반음식점,일식, 한강대로 116 ,37.53027561,126.9684352,447870.3858,197210.334,027926887,용산구,,,,,,,,,,,,,,,447870.3858,197210.334,,,,,,,,,,,,,,,,,
이조설렁탕.함흥냉면,일반음식점,한식, 백범로99길 54 (한강로1가(지상1층)) ,37.53591688,126.9724698,448496.3188,197567.0913,027097069,용산구,,,,,,,,,,,,,,,448496.3188,197567.0913,,,,,,,,,,,,,,,,,
봉희설렁탕삼각지점,일반음식점,한식, 백범로99길 50 (한강로1가(지상12층)) ,37.53599612,126.9722435,448505.1178,197547.0937,027967711,용산구,,,,,,,,,,,,,,,448505.1178,197547.0937,,,,,,,,,,,,,,,,,
돌아가는삼각지,일반음식점,한식, 한강대로62길 26 (한강로1가 231-23 상가아파트 지상1층 2호4호) ,37.53379072,126.9733305,448260.344,197643.0822,027909955,용산구,,,,,,,,,,,,,,,448260.344,197643.0822,,,,,,,,,,,,,,,,,
아이오유(I.O.U),일반음식점,한식, 원효로1길 16 (청암동(지상12층)) ,37.53516515,126.9456236,448413.9276,195194.5754,0232751151,용산구,,,,,,,,,,,,,,,448413.9276,195194.5754,,,,,,,,,,,,,,,,,
차돌집Ⅱ,일반음식점,한식, 녹사평대로40길 25 (이태원동(지상12층)) ,37.53488507,126.9874457,448381.5311,198890.5328,027907090,용산구,,,,,,,,,,,,,,,448381.5311,198890.5328,,,,,,,,,,,,,,,,,
차돌집,일반음식점,식육취급, 녹사평대로40길 5 (이태원동 540 지상12층) ,37.5357356,126.9872781,448475.921,198875.7346,027900789,용산구,,,,,,,,,,,,,,,448475.921,198875.7346,,,,,,,,,,,,,,,,,
So Wat (쏘왓),일반음식점,경양식, 녹사평대로40길 48 (이태원동(지하1층)) ,37.53439142,126.9883781,448326.7369,198972.923,0264067102,용산구,,,,,,,,,,,,,,,448326.7369,198972.923,,,,,,,,,,,,,,,,,
외양간,일반음식점,한식, 녹사평대로32길 76 (이태원동(지상1.2층)) ,37.53147604,126.9913744,448003.1716,199237.6913,027907015,용산구,,,,,,,,,,,,,,,448003.1716,199237.6913,,,,,,,,,,,,,,,,,
(주)수지스,일반음식점,경양식, 이태원로 134 (이태원동 34-16 외1필지 지상23층) ,37.5338833,126.9888172,448270.343,199011.7183,027973702,용산구,,,,,,,,,,,,,,,448270.343,199011.7183,,,,,,,,,,,,,,,,,
대한각,일반음식점,중국식, 녹사평대로26길 21 (이태원동(지상2층)) ,37.53087416,126.9913066,447936.3787,199231.692,027989990,용산구,,,,,,,,,,,,,,,447936.3787,199231.692,,,,,,,,,,,,,,,,,
다도해,일반음식점,일식, 장문로 23 (이태원동(지상2층)) ,37.52856412,126.993108,447680.0062,199390.8729,027921122,용산구,,,,,,,,,,,,,,,447680.0062,199390.8729,,,,,,,,,,,,,,,,,
스카이부페,일반음식점,뷔페식, 장문로 23 (이태원동(지상16층)) ,37.52856412,126.993108,447680.0062,199390.8729,027921122,용산구,,,,,,,,,,,,,,,447680.0062,199390.8729,,,,,,,,,,,,,,,,,
투게더,일반음식점,패스트푸드, 장문로 23 (이태원동(지상1층)) ,37.52856412,126.993108,447680.0062,199390.8729,027921122,용산구,,,,,,,,,,,,,,,447680.0062,199390.8729,,,,,,,,,,,,,,,,,
이태원써브웨이,일반음식점,분식, 이태원로 172 (이태원동(지상2층)) ,37.53422239,126.9929445,448307.9389,199376.4747,027903744,용산구,,,,,,,,,,,,,,,448307.9389,199376.4747,,,,,,,,,,,,,,,,,
더플라잉팬블루,일반음식점,기타(일반음식점), 이태원로27가길 13 (이태원동(지하1층)) ,37.53495049,126.9945692,448388.7303,199520.0575,027935285,용산구,,,,,,,,,,,,,,,448388.7303,199520.0575,,,,,,,,,,,,,,,,,
산토리니,일반음식점,경양식, 이태원로27가길 43 (이태원동(지상2층)) ,37.53482786,126.9928992,448375.1318,199372.4751,027903474,용산구,,,,,,,,,,,,,,,448375.1318,199372.4751,,,,,,,,,,,,,,,,,
단풍나무이태원(유),일반음식점,한식, 이태원로27가길 26 (이태원동외3필지(별관1층)) ,37.53510542,126.9937907,448405.9285,199451.2657,027907977,용산구,,,,,,,,,,,,,,,448405.9285,199451.2657,,,,,,,,,,,,,,,,,
방태산,일반음식점,한식, 이촌로18길 6 (이촌동(지상1층)) ,37.52649079,126.9553726,447450.8307,196055.6723,027188118,용산구,,,,,,,,,,,,,,,447450.8307,196055.6723,,,,,,,,,,,,,,,,,
하노이의아침,일반음식점,기타(일반음식점), 후암로 107 (동자동(지상1층)) ,37.55346139,126.9735634,450443.3104,197664.2797,027275320,용산구,,,,,,,,,,,,,,,450443.3104,197664.2797,,,,,,,,,,,,,,,,,
대우정,일반음식점,한식, 후암로57길 7 (동자동(지상12층)) ,37.55316239,126.9741656,450410.1139,197717.4733,027529685,용산구,,,,,,,,,,,,,,,450410.1139,197717.4733,,,,,,,,,,,,,,,,,
보뚜,일반음식점,까페, 통일로 397 B동 301호 (홍제동한신휴플러스) ,37.58516767,126.9473988,453962.9336,195354.5563,027227959,서대문구,,,,,,,,,,,,,,,453962.9336,195354.5563,,,,,,,,,,,,,,,,,
채선당홍제점,일반음식점,한식, 통일로 397 (홍제동인왕산한신휴플러스 B304호(지하3층)) ,37.58516767,126.9473988,453962.9336,195354.5563,027360006,서대문구,,,,,,,,,,,,,,,453962.9336,195354.5563,,,,,,,,,,,,,,,,,
송오리,일반음식점,한식, 증가로10길 22098 ,37.57934992,126.9255715,453318.6025,193426.3871,023050251,서대문구,,,,,,,,,,,,,,,453318.6025,193426.3871,,,,,,,,,,,,,,,,,
인삼갈비,일반음식점,한식, 모래내로 342 (홍은동(지상1층)) ,37.58045453,126.9346771,453440.5895,194230.6908,023940934,서대문구,,,,,,,,,,,,,,,453440.5895,194230.6908,,,,,,,,,,,,,,,,,
백암왕순대,일반음식점,한식, 모래내로 344 (홍은동) ,37.58066006,126.9348626,453463.387,194247.0889,023962027,서대문구,,,,,,,,,,,,,,,453463.387,194247.0889,,,,,,,,,,,,,,,,,
풍년갈비,일반음식점,한식, 통일로 495 (홍은동92-3) ,37.59204456,126.9408719,454726.4518,194778.6252,0232161903,서대문구,,,,,,,,,,,,,,,454726.4518,194778.6252,,,,,,,,,,,,,,,,,
함흥냉면(돼지갈비삼겹살),일반음식점,한식, 충정로 13 (충정로3가지층16호16-1호(지하1층)) ,37.5605691,126.9626231,451232.4259,196697.9954,023649293,서대문구,,,,,,,,,,,,,,,451232.4259,196697.9954,,,,,,,,,,,,,,,,,
서대문 참복집,일반음식점,복어취급, 통일로9안길 36-3 (충정로2가지상 1층) ,37.56573444,126.9653144,451805.5645,196935.9669,023123306,서대문구,,,,,,,,,,,,,,,451805.5645,196935.9669,,,,,,,,,,,,,,,,,
레스토랑카스타운,일반음식점,경양식, 통일로 135 충정빌딩 지하1층 3호 ,37.56642644,126.965459,451882.3563,196948.7654,023633693,서대문구,,,,,,,,,,,,,,,451882.3563,196948.7654,,,,,,,,,,,,,,,,,
세양원,일반음식점,중국식, 충정로 8 (충정로3가368-2368-8 지하1층(26호 외)) ,37.5596791,126.963203,451133.6365,196749.1892,023122711,서대문구,,,,,,,,,,,,,,,451133.6365,196749.1892,,,,,,,,,,,,,,,,,
모래내 설농탕,일반음식점,한식, 모래내로 271 (홍은동) ,37.57723963,126.9282136,453084.2276,193659.5592,023040311,서대문구,,,,,,,,,,,,,,,453084.2276,193659.5592,,,,,,,,,,,,,,,,,
쏘렌토,일반음식점,한식, 가좌로 114 (홍은동) ,37.58271271,126.9260075,453691.7626,193465.1825,023036612,서대문구,,,,,,,,,,,,,,,453691.7626,193465.1825,,,,,,,,,,,,,,,,,
여향,일반음식점,중국식, 연희로 353 (홍은동) ,37.58941077,126.9353577,454434.4831,194291.4835,0232165656,서대문구,,,,,,,,,,,,,,,454434.4831,194291.4835,,,,,,,,,,,,,,,,,
미스모모,일반음식점,일식, 연희로 353 (홍은동) ,37.58941077,126.9353577,454434.4831,194291.4835,0232165656,서대문구,,,,,,,,,,,,,,,454434.4831,194291.4835,,,,,,,,,,,,,,,,,
충정각,일반음식점,경양식, 충정로2길 8 (충정로3가(지상1층)) ,37.56051179,126.9637594,451226.0266,196798.3834,023130424,서대문구,,,,,,,,,,,,,,,451226.0266,196798.3834,,,,,,,,,,,,,,,,,
연,일반음식점,한식, 경기대로 82 (충정로2가) ,37.56591087,126.9647801,451825.1624,196888.7725,0203655568,서대문구,,,,,,,,,,,,,,,451825.1624,196888.7725,,,,,,,,,,,,,,,,,
미소,일반음식점,일식, 충정로 53 (충정로2가유원골든타워 지하1층) ,37.56375204,126.9646317,451585.5881,196875.5741,023650025,서대문구,,,,,,,,,,,,,,,451585.5881,196875.5741,,,,,,,,,,,,,,,,,
애슐리 신촌점,일반음식점,뷔페식, 신촌로 73 (창천동(지하1층)) ,37.55630776,126.9345217,450760.8764,194215.0927,023265433,서대문구,,,,,,,,,,,,,,,450760.8764,194215.0927,,,,,,,,,,,,,,,,,
삼호복집,일반음식점,한식, 연세로5다길 10 (창천동(지상23층)) ,37.55652426,126.9349968,450784.8738,194257.0876,023379019,서대문구,,,,,,,,,,,,,,,450784.8738,194257.0876,,,,,,,,,,,,,,,,,
민들레영토 ,일반음식점,한식, 명물길 54 ,37.55880789,126.9393273,451038.0467,194639.8418,023636339,서대문구,,,,,,,,,,,,,,,451038.0467,194639.8418,,,,,,,,,,,,,,,,,
구어좋은닭 북창동순두부,일반음식점,한식, 명물길 54 (창천동3799) ,37.55880789,126.9393273,451038.0467,194639.8418,023628897,서대문구,,,,,,,,,,,,,,,451038.0467,194639.8418,,,,,,,,,,,,,,,,,
주식회사 놀부부대찌개&amp;철판구이 신촌점,일반음식점,한식, 연세로 23 지상2층 (창천동) ,37.55776135,126.9366889,450922.0591,194406.6697,023258492,서대문구,,,,,,,,,,,,,,,450922.0591,194406.6697,,,,,,,,,,,,,,,,,
빈스앤베리즈신촌점,일반음식점,한식, 연세로 37 ,37.55887498,126.9366834,451045.6459,194406.2698,023230049,서대문구,,,,,,,,,,,,,,,451045.6459,194406.2698,,,,,,,,,,,,,,,,,
메이차이신촌점,일반음식점,중국식, 신촌로 83 ,37.55608144,126.9358437,450735.6791,194331.8787,0231453822,서대문구,,,,,,,,,,,,,,,450735.6791,194331.8787,,,,,,,,,,,,,,,,,
메밀꽃필무렵,일반음식점,한식, 신촌로 83 ,37.55608144,126.9358437,450735.6791,194331.8787,0231452995,서대문구,,,,,,,,,,,,,,,450735.6791,194331.8787,,,,,,,,,,,,,,,,,
낙지소동,일반음식점,분식, 신촌로 87-20 (창천동) ,37.55651064,126.936459,450783.274,194386.2722,023375806,서대문구,,,,,,,,,,,,,,,450783.274,194386.2722,,,,,,,,,,,,,,,,,
무사시,일반음식점,한식, 신촌로 125 (창천동) ,37.55630695,126.9397594,450760.4764,194677.8373,023635460,서대문구,,,,,,,,,,,,,,,450760.4764,194677.8373,,,,,,,,,,,,,,,,,
아웃백스테이크하우스 이대점,일반음식점,경양식, 신촌로 121 (창천동425482호 (지상2층 201호)) ,37.5562058,126.9392977,450749.2776,194637.0421,023651381,서대문구,,,,,,,,,,,,,,,450749.2776,194637.0421,,,,,,,,,,,,,,,,,
미스터피자 연대점,일반음식점,패스트푸드, 연세로 10 (창천동(지상23층)) ,37.55636682,126.937093,450767.2757,194442.2655,023639001,서대문구,,,,,,,,,,,,,,,450767.2757,194442.2655,,,,,,,,,,,,,,,,,
모슬포,일반음식점,한식, 연세로4길 22 (창천동55) ,37.55716028,126.9381833,450855.2663,194538.6539,023642768,서대문구,,,,,,,,,,,,,,,450855.2663,194538.6539,,,,,,,,,,,,,,,,,
신촌영양센타,일반음식점,한식, 연세로4길 34 (창천동(지상1층)) ,37.55761097,126.9385541,450905.2609,194571.45,023125460,서대문구,,,,,,,,,,,,,,,450905.2609,194571.45,,,,,,,,,,,,,,,,,
강수사,일반음식점,일식, 연희로 157 (연희동 12층) ,37.57136503,126.9342051,452431.8975,194188.2959,0231414848,서대문구,,,,,,,,,,,,,,,452431.8975,194188.2959,,,,,,,,,,,,,,,,,
청송면옥,일반음식점,분식, 연희맛로 6 (연희동) ,37.56589465,126.9287814,451825.1624,193708.7533,023343545,서대문구,,,,,,,,,,,,,,,451825.1624,193708.7533,,,,,,,,,,,,,,,,,
민스키친,일반음식점,한식, 연희맛로 7 (연희동) ,37.5662658,126.9286814,451866.358,193699.9544,023245511,서대문구,,,,,,,,,,,,,,,451866.358,193699.9544,,,,,,,,,,,,,,,,,
거북이집,일반음식점,한식, 연희맛로 12-1 (연희동) ,37.56626984,126.9294058,451866.758,193763.9467,023228018,서대문구,,,,,,,,,,,,,,,451866.758,193763.9467,,,,,,,,,,,,,,,,,
만해,일반음식점,일식, 연희로 218 (연희동24285558) ,37.57642226,126.9357312,452993.0374,194323.4797,023260215,서대문구,,,,,,,,,,,,,,,452993.0374,194323.4797,,,,,,,,,,,,,,,,,
한화호텔앤드리조트(주)연세프라자,일반음식점,한식, 연세로  50(신촌동(연세프라자3층 동문회관)) ,37.56380482,126.9429316,451592.3874,194958.6036,0200000000,서대문구,,,,,,,,,,,,,,,451592.3874,194958.6036,,,,,,,,,,,,,,,,,
T원연세대,일반음식점,한식, 연세로 50 (신촌동(지하1층)) ,37.56380482,126.9429316,451592.3874,194958.6036,023936522,서대문구,,,,,,,,,,,,,,,451592.3874,194958.6036,,,,,,,,,,,,,,,,,
아라마크(주) 교수식당 지점,일반음식점,한식, 연세로 50(의과대학 건물 5층) ,37.56380482,126.9429316,451592.3874,194958.6036,023643030,서대문구,,,,,,,,,,,,,,,451592.3874,194958.6036,,,,,,,,,,,,,,,,,
도시인부페,일반음식점,한식, 연세로5길 26 (창천동(지하1층)) ,37.55657496,126.9354314,450790.4732,194295.483,023236606,서대문구,,,,,,,,,,,,,,,450790.4732,194295.483,,,,,,,,,,,,,,,,,
새로워진신지,일반음식점,일식, 연세로5가길 1 (창천동) ,37.55705105,126.9360964,450843.2675,194354.276,0231426171,서대문구,,,,,,,,,,,,,,,450843.2675,194354.276,,,,,,,,,,,,,,,,,
조마루해장국,일반음식점,경양식, 연세로5가길 20 (창천동) ,37.55740397,126.9356117,450882.4633,194311.4811,0231412929,서대문구,,,,,,,,,,,,,,,450882.4633,194311.4811,,,,,,,,,,,,,,,,,
더스푼,일반음식점,중국식, 연세로 26 (창천동) ,37.55789133,126.9371234,450936.4576,194445.0651,023225661,서대문구,,,,,,,,,,,,,,,450936.4576,194445.0651,,,,,,,,,,,,,,,,,
(주)아워홈연세의료원장례식장,일반음식점,한식, 연세로 50 (신촌동신종합관 (지하3층)) ,37.56380482,126.9429316,451592.3874,194958.6036,0222277522,서대문구,,,,,,,,,,,,,,,451592.3874,194958.6036,,,,,,,,,,,,,,,,,
(주)카페베네 블랙스미스,일반음식점,경양식, 이화여대길 54 (대현동) ,37.55932984,126.9454295,451095.6405,195178.9773,0234591554,서대문구,,,,,,,,,,,,,,,451095.6405,195178.9773,,,,,,,,,,,,,,,,,
정가,일반음식점,한식, 명물길 49 (창천동(지상45층)) ,37.5589122,126.9389152,451049.6455,194603.4462,023929200,서대문구,,,,,,,,,,,,,,,451049.6455,194603.4462,,,,,,,,,,,,,,,,,
제시카키친이대하늬솔점,일반음식점,기타(일반음식점), 성산로 527 (대신동) ,37.56377654,126.9440907,451589.1877,195060.9914,023621177,서대문구,,,,,,,,,,,,,,,451589.1877,195060.9914,,,,,,,,,,,,,,,,,
함흥냉면,일반음식점,한식, 증가로 123 ,37.57720801,126.9237624,453081.028,193266.4063,023747650,서대문구,,,,,,,,,,,,,,,453081.028,193266.4063,,,,,,,,,,,,,,,,,
키즈카페 어린왕자 신촌점,일반음식점,까페, 연세로 8-1 12층 (창천동 버티고빌딩) ,37.55634171,126.9373012,450764.476,194460.6633,023634655,서대문구,,,,,,,,,,,,,,,450764.476,194460.6633,,,,,,,,,,,,,,,,,
키친 별,일반음식점,경양식, 명물길 16 (창천동) ,37.55758895,126.9377936,450902.8612,194504.258,023136505,서대문구,,,,,,,,,,,,,,,450902.8612,194504.258,,,,,,,,,,,,,,,,,
하누소,일반음식점,한식, 서강로 65 (창전동1층2층) ,37.54906928,126.9315903,449957.7623,193955.5237,023229283,마포구,,,,,,,,,,,,,,,449957.7623,193955.5237,,,,,,,,,,,,,,,,,
샤브앤샐러드바연희직영점,일반음식점,한식, 연희맛로 28 (연희동) ,37.56727961,126.9305232,451978.746,193862.7349,0231430000,서대문구,,,,,,,,,,,,,,,451978.746,193862.7349,,,,,,,,,,,,,,,,,
오계절 남원추어탕,일반음식점,한식, 연희로 267 (홍은동) ,37.58095255,126.9359085,453495.7836,194339.4778,023913441,서대문구,,,,,,,,,,,,,,,453495.7836,194339.4778,,,,,,,,,,,,,,,,,
착한낙지,일반음식점,한식, 연희로 139-6 (연희동) ,37.57023633,126.9330289,452306.7109,194084.3083,023328855,서대문구,,,,,,,,,,,,,,,452306.7109,194084.3083,,,,,,,,,,,,,,,,,
해원1,일반음식점,일식, 연희로 178 (연희동(지상2층)) ,37.57277864,126.9357343,452588.6807,194323.4797,023236708,서대문구,,,,,,,,,,,,,,,452588.6807,194323.4797,,,,,,,,,,,,,,,,,
시루향기(연희점),일반음식점,한식, 연희로 110 (연희동) ,37.56760473,126.9318269,452014.7421,193977.9211,023326560,서대문구,,,,,,,,,,,,,,,452014.7421,193977.9211,,,,,,,,,,,,,,,,,
완산골 명가,일반음식점,한식, 연희로 29707 ,37.56555626,126.9294291,451787.5664,193765.9465,023026935,서대문구,,,,,,,,,,,,,,,451787.5664,193765.9465,,,,,,,,,,,,,,,,,
연희동 영월,일반음식점,한식, 연희로 81-21 (연희동) ,37.56583708,126.9289399,451818.7631,193722.7516,023234256,서대문구,,,,,,,,,,,,,,,451818.7631,193722.7516,,,,,,,,,,,,,,,,,
소요정,일반음식점,한식, 연희로15길 22 (연희동(지상12층)) ,37.5686096,126.9307212,452126.3302,193880.3328,023243920,서대문구,,,,,,,,,,,,,,,452126.3302,193880.3328,,,,,,,,,,,,,,,,,
풀향기,일반음식점,한식, 연희로 197 50호 ,37.5745154,126.9350944,452781.4601,194267.0865,023253075,서대문구,,,,,,,,,,,,,,,452781.4601,194267.0865,,,,,,,,,,,,,,,,,
(주)타워차이,일반음식점,중국식, 연세로 50 3층 (신촌동 신촌세브란스병원) ,37.56380482,126.9429316,451592.3873,194958.6036,0222277848,서대문구,,,,,,,,,,,,,,,451592.3873,194958.6036,,,,,,,,,,,,,,,,,
도쿄미가(주)와라이,일반음식점,일식, 연세로 50 3층 (신촌동 세브란스병원본관) ,37.56380482,126.9429316,451592.3873,194958.6036,0222277755,서대문구,,,,,,,,,,,,,,,451592.3873,194958.6036,,,,,,,,,,,,,,,,,
뚝배기 스파게티,일반음식점,경양식, 이화여대길 48 (대현동) ,37.55905615,126.9458824,451065.2438,195218.9725,023135003,서대문구,,,,,,,,,,,,,,,451065.2438,195218.9725,,,,,,,,,,,,,,,,,
마포나룻터,일반음식점,한식, 마포대로1길 16 (용강동 23층) ,37.53973025,126.9431446,448920.6733,194975.8016,027151255,마포구,,,,,,,,,,,,,,,448920.6733,194975.8016,,,,,,,,,,,,,,,,,
엉터리생고기,일반음식점,한식, 토정로 170 (신정동 1층일부 2층일부) ,37.54545337,126.9297106,449556.6053,193789.1437,023375556,마포구,,,,,,,,,,,,,,,449556.6053,193789.1437,,,,,,,,,,,,,,,,,
경복궁서교점(주)덕용푸드시스템,일반음식점,한식, 월드컵북로 37 (서교동) ,37.55761302,126.9181733,450906.8607,192770.8656,0231437071,마포구,,,,,,,,,,,,,,,450906.8607,192770.8656,,,,,,,,,,,,,,,,,
아웃백스테이크하우스홍대점,일반음식점,경양식, 월드컵북로 19 (서교동외1필지 2층3층) ,37.5563815,126.9196957,450770.0754,192905.2495,0231424451,마포구,,,,,,,,,,,,,,,450770.0754,192905.2495,,,,,,,,,,,,,,,,,
불고기브라더스서교점,일반음식점,한식, 양화로 107 (서교동외1필지 23층) ,37.55358778,126.9187843,450460.1085,192824.4592,023357241,마포구,,,,,,,,,,,,,,,450460.1085,192824.4592,,,,,,,,,,,,,,,,,
원할머니보쌈 이대역점,일반음식점,경양식, 이화여대2길 6 (대현동) ,37.55728316,126.946264,450868.4648,195252.5684,023935353,서대문구,,,,,,,,,,,,,,,450868.4648,195252.5684,,,,,,,,,,,,,,,,,
아비꼬카레,일반음식점,한식, 홍익로5안길 20 (서교동1층) ,37.55379509,126.9215635,450482.9061,193070.0298,023227367,마포구,,,,,,,,,,,,,,,450482.9061,193070.0298,,,,,,,,,,,,,,,,,
압구정샤브샤브,일반음식점,한식, 연대동문길 26 (대신동) ,37.56358539,126.9438056,451567.99,195035.7944,023932205,서대문구,,,,,,,,,,,,,,,451567.99,195035.7944,,,,,,,,,,,,,,,,,
알라또레,일반음식점,경양식, 와우산로23길 8 (서교동) ,37.55343293,126.9243887,450442.5104,193319.5999,023240978,마포구,,,,,,,,,,,,,,,450442.5104,193319.5999,,,,,,,,,,,,,,,,,
행복식당,일반음식점,한식, 연대동문길 26 (대신동(지상3층)) ,37.56358539,126.9438056,451567.99,195035.7944,023931788,서대문구,,,,,,,,,,,,,,,451567.99,195035.7944,,,,,,,,,,,,,,,,,
상암이앤앰센터 푸드온에어,일반음식점,한식, 상암산로 66 지하1층 (상암동 CJ E&amp;M센터) ,37.57839733,126.891524,453215.8135,190419.1472,023715557,마포구,,,,,,,,,,,,,,,453215.8135,190419.1472,,,,,,,,,,,,,,,,,
동해별관,일반음식점,한식, 통일로9길 12 (냉천동) ,37.56727304,126.9643312,451976.3463,196849.1773,023644222,서대문구,,,,,,,,,,,,,,,451976.3463,196849.1773,,,,,,,,,,,,,,,,,
신토오리,일반음식점,한식, 증가로 141 ,37.5773798,126.9219237,453100.2259,193104.0257,023062345,서대문구,,,,,,,,,,,,,,,453100.2259,193104.0257,,,,,,,,,,,,,,,,,
엉터리생고기,일반음식점,한식, 월드컵북로 402 3층 315316317호 (상암동 KGIT센터) ,37.58010685,126.8889811,453405.7932,190194.7741,0263935523,마포구,,,,,,,,,,,,,,,453405.7932,190194.7741,,,,,,,,,,,,,,,,,
카페 스탠포드(Cafe Stanford),일반음식점,뷔페식, 월드컵북로58길 15 (상암동1층) ,37.58235717,126.8866999,453655.7664,189993.5982,0260160001,마포구,,,,,,,,,,,,,,,453655.7664,189993.5982,,,,,,,,,,,,,,,,,
우리바다수산,일반음식점,한식, 증가로 122 (남가좌동(지상1층)) ,37.57736692,126.9242784,453098.6261,193312.0008,023052188,서대문구,,,,,,,,,,,,,,,453098.6261,193312.0008,,,,,,,,,,,,,,,,,
본전회관,일반음식점,한식, 수색로2길 15 (남가좌동3045) ,37.56963075,126.9159596,452240.7179,192576.4889,023054433,서대문구,,,,,,,,,,,,,,,452240.7179,192576.4889,,,,,,,,,,,,,,,,,
