업소 명	자치구 명	업종 명	업태 명	식품인증구분	식품인증 구분명	지도 Y좌표	지도 X좌표	전화번호	도로명상세주소	도로명주소코드	도로명주소	업소인증메뉴														
원할머니보쌈 광장점	광진구	일반음식점	한식	1	위생등급제	37.54042014	127.0939739	02-457-5352	471 (구의동              CS PLAZA 104호)	1.12153E+15	서울특별시 광진구 아차산로	NULL														
주)탐라도	노원구	일반음식점	일식	1	위생등급제	37.62825417	127.0710107	02-972-0012	 1101 하니빌딩 2층	1.13503E+15	서울특별시 노원구 동일로	NULL														
채선당(신월점)	양천구	일반음식점	한식	1	위생등급제	37.51612648	126.8372517	02-2696-3101	120	1.14703E+15	서울특별시 양천구 신월로	NULL														
양촌리	강서구	일반음식점	한식	1	위생등급제	37.54027941	126.8338726	02-2604-5741	109 1~2층 (화곡동 3동)	1.15003E+15	서울특별시 강서구 화곡로	NULL														
씨제이푸드빌(주)빕스명동점	중구	일반음식점	경양식	1	위생등급제	37.56245884	126.984109	02-2105-5727	25 (명동2가외2필지(지상2층))	1.11404E+15	서울특별시 중구 명동4길	NULL														
한우촌	중구	일반음식점	한식	1	위생등급제	37.55884324	126.9789895	02-753-7800	60 (회현동1가(1층))	1.11403E+15	서울특별시 중구 퇴계로	NULL														
더마니 숯불갈비	강북구	일반음식점	한식	1	위생등급제	37.64389599	127.024914	02-904-6143	43 (수유동)	1.13054E+15	서울특별시 강북구 한천로150길	NULL														
독도참치바(BAR)	광진구	일반음식점	일식	1	위생등급제	37.54752219	127.1082592	02-447-2893	177 (광장동)	1.12154E+15	서울특별시 광진구 아차산로78길	NULL														
씨제이푸드빌(주)빕스구로디지털단지역점	구로구	일반음식점	경양식	1	위생등급제	37.48428564	126.8992809	02-2105-5727	55 2층 216호 (구로동 코오롱싸이언스밸리)	1.15304E+15	서울특별시 구로구 디지털로34길	NULL														
할머니보쌈 경희점	동대문구	일반음식점	한식	1	위생등급제	37.59045673	127.0560153	02-966-3269	 31-1	1.12303E+15	서울특별시 동대문구 이문로	NULL														
진부령황태촌	마포구	일반음식점	한식	1	위생등급제	37.55207243	126.9333711	02-703-9285	102 (신수동 1층)	1.14403E+15	서울특별시 마포구 서강로	NULL														
강원산골	성동구	일반음식점	한식	1	위생등급제	37.54623271	127.0467077	02-464-2072	17-4 지상1층 (성수동1가)	1.12004E+15	서울특별시 성동구 왕십리로8길	NULL														
해남으로	동대문구	일반음식점	한식	1	위생등급제	37.58640419	127.0428108	02-965-6011	 6 1층	1.12304E+15	서울특별시 동대문구 홍릉로17길	NULL														
이대감 고깃집	종로구	일반음식점	한식	1	위생등급제	37.56970349	126.9900253	02-2265-1400	96 (관수동)	1.11103E+15	서울특별시 종로구 수표로	NULL														
샤브미신내점	중랑구	일반음식점	뷔페식	1	위생등급제	37.61581189	127.0937379	02-3422-4241	201 홈플러스서울신내점	1.12603E+15	서울특별시 중랑구 신내로	NULL														
대가 감자탕	은평구	일반음식점	호프(소주방)	1	위생등급제	37.59266208	126.9136465	02-305-8572	269 (신사동 외 1필지(지상1층))	1.13803E+15	서울특별시 은평구 가좌로	NULL														
백세주마을 종각점	종로구	일반음식점	한식	1	위생등급제	37.56939644	126.983614	02-720-0055	10 (관철동지상2층)	1.11104E+15	서울특별시 종로구 우정국로2길	NULL														
풍미연	노원구	일반음식점	한식	1	위생등급제	37.65566928	127.064813	02-936-2315	7	1.13504E+15	서울특별시 노원구 노해로85길	NULL														
원유황오리	노원구	일반음식점	한식	1	위생등급제	37.63917468	127.0700513	02-973-5913	 8-3 1층	1.13504E+15	서울특별시 노원구 공릉로70길	NULL														
대가 가마솥 순대국	노원구	일반음식점	한식	1	위생등급제	37.66401786	127.0678668	02-939-8592	452 (상계동)	1.13503E+15	서울특별시 노원구 한글비석로	NULL														
엘더블유컨벤션	중구	일반음식점	경양식	1	위생등급제	37.56081942	126.9682277	02-313-2480	464 3층 301호 302호 (중림동 브라운스톤)	1.11403E+15	서울특별시 중구 청파로	NULL														
바이킹스더블	광진구	일반음식점	경양식	1	위생등급제	37.53899806	127.0712157	02-2201-7575	92	1.12153E+15	서울특별시 광진구 능동로	NULL														
무쇠막 김치찌개	서초구	일반음식점	한식	1	위생등급제	37.51052809	127.0203092	02-514-0309	334 1층 (반포동)	1.16503E+15	서울특별시 서초구 신반포로	NULL														
(주)씨에스컨벤션	성동구	일반음식점	뷔페식	1	위생등급제	37.53783643	127.0603208	02-463-7386	447 2001~2125호 (성수동2가 성수2가 231-1 지상2층 2001~2125호)	1.12003E+15	서울특별시 성동구 뚝섬로	NULL														
그램그램 신내점	중랑구	일반음식점	한식	1	위생등급제	37.60598055	127.097866	02-439-3663	64 (신내동)	1.12604E+15	서울특별시 중랑구 봉화산로56길	NULL														
제이에스피(블리스)	용산구	일반음식점	경양식	1	위생등급제	37.53487473	126.993225	02-798-1125	173-7 (이태원동 119-7 지상1층2층4층)	1.11703E+15	서울특별시 용산구 이태원로	NULL														
(주)더부페 케이터링	종로구	일반음식점	뷔페식	1	위생등급제	37.57084467	126.9799234	02-734-2225	19 5층 (종로1가 르메이에르 501502513514호)	1.11103E+15	서울특별시 종로구 종로	NULL														
양푼서울불고기	강서구	일반음식점	한식	1	위생등급제	37.54453693	126.845378	02-2601-4269	10 1~2층 (화곡동 본동)	1.15003E+15	서울특별시 강서구 초록마을로	NULL														
까스야	종로구	일반음식점	분식	1	위생등급제	37.57268357	126.9859587	02-737-3565	7 동 호 (인사동)	1.11104E+15	서울특별시 종로구 인사동5길	NULL														
씨제이푸드빌(주)빕스 상봉역점	중랑구	일반음식점	경양식	1	위생등급제	37.59574667	127.0818684	02-491-1997	263 (상봉동외 2필지)	1.12603E+15	서울특별시 중랑구 망우로	NULL														
씨제이푸드빌(주)빕스구로역점	구로구	일반음식점	경양식	1	위생등급제	37.50382118	126.8816977	02-2105-5727	584 201~207214215216호 (신도림동 신도림펠러티움)	1.15303E+15	서울특별시 구로구 경인로	NULL														
자연한그릇	노원구	일반음식점	한식	1	위생등급제	37.6714624	127.0563935	02-936-1300	1602 (상계동)	1.13503E+15	서울특별시 노원구 동일로	NULL														
(주)신세계조선호텔 나인스게이트	중구	일반음식점	경양식	1	위생등급제	37.56448368	126.9801832	02-771-0500	106 조선호텔 1층	1.11403E+12	서울특별시 중구 소공로	NULL														
맵꼬만 명태찜 고척점	구로구	일반음식점	한식	1	위생등급제	37.50528592	126.8569904	02-2688-6111	212 (고척동 고척동169-89호)	1.15303E+15	서울특별시 구로구 고척로	NULL														
원할머니보쌈홍제역점	서대문구	일반음식점	한식	1	위생등급제	0	0	02-732-5382	426 2층	1.11103E+15	서울특별시 종로구 통일로	NULL														
차이나팩토리 건대점	광진구	일반음식점	중국식	1	위생등급제	37.54065938	127.0714119	02-455-5126	110 3층 (화양동)	1.12153E+15	서울특별시 광진구 능동로	NULL														
미도리회집	중구	일반음식점	일식	1	위생등급제	37.56055624	126.9865948	02-0776-5560	7	1.11404E+15	서울특별시 중구 퇴계로22길	NULL														
빕스 봉천역점	관악구	일반음식점	경양식	1	위생등급제	37.48266635	126.9401125	02-882-0254	1712 지상1234층 (봉천동)	1.16202E+15	서울특별시 관악구 남부순환로	NULL														
산내들	종로구	일반음식점	한식	1	위생등급제	37.57081727	127.0080913	02-266-3909	272 (종로6가외 3필지)	1.11103E+15	서울특별시 종로구 종로	NULL														
(주)바이오비즈 이나니와요스케 시청점	중구	일반음식점	한식	1	위생등급제	37.56538091	126.9792096	02-3789-4919	6 (을지로1가(지상1층))	1.11403E+15	서울특별시 중구 을지로	NULL														
박가부대	노원구	일반음식점	한식	1	위생등급제	37.62700078	127.0755408	010-9257-7191	47 지상1층 (공릉동)	1.13504E+15	서울특별시 노원구 동일로192길	NULL														
연타발	강남구	일반음식점	경양식	1	위생등급제	37.52144563	127.0321538	02-545-4248	231 (신사동지상23층)	1.16802E+15	서울특별시 강남구 도산대로	NULL														
금강수산	광진구	일반음식점	일식	1	위생등급제	37.54025732	127.0687366	02-461-4300	230 (자양동)	1.12153E+15	서울특별시 광진구 아차산로	NULL														
호반푸드	구로구	일반음식점	한식	1	위생등급제	37.48356876	126.895501	02-863-9630	288 B108호 (구로동 대륭포스트타워1차)	1.15303E+15	서울특별시 구로구 디지털로	NULL														
(주)롯데리아 T.G.I.F 신촌점	서대문구	일반음식점	경양식	1	위생등급제	37.55673775	126.9365585	02-3141-1671	13 (10층)	1.14103E+15	서울특별시 서대문구 연세로	NULL														
금강산	동작구	일반음식점	한식	1	위생등급제	37.49127438	126.924094	02-832-5919	16 (신대방동아카데미보라매타워2층)	1.15904E+15	서울특별시 동작구 보라매로5가길	NULL														
채선당(신촌점)	서대문구	일반음식점	한식	1	위생등급제	37.55776135	126.9366889	02-336-5006	23 (창천동(지하1층))	1.14103E+15	서울특별시 서대문구 연세로	NULL														
보노보노플러스삼성점	강남구	일반음식점	경양식	1	위생등급제	37.50681788	127.0579795	02-562-1239	508 (대치동)	1.16803E+15	서울특별시 강남구 테헤란로	NULL														
씨제이푸드빌(주) 빕스 불광역점	은평구	일반음식점	경양식	1	위생등급제	37.61307381	126.9281248	02-358-8997	760 지상2층 (불광동)	1.13803E+15	서울특별시 은평구 통일로	NULL														
기소야 애경점	구로구	일반음식점	일식	1	위생등급제	37.50115888	126.882774	02-867-3007	152 7층 (구로동 AK플라자)	1.15303E+15	서울특별시 구로구 구로중앙로	NULL														
아웃백스테이크하우스 공항점	강서구	일반음식점	경양식	1	위생등급제	37.55864399	126.8407357	02-3661-1101	297 1~3층 (등촌동 3동)	1.15002E+15	서울특별시 강서구 공항대로	NULL														
진도집	중구	일반음식점	한식	1	위생등급제	37.56008675	126.979786	02-0756-5868	14	1.11404E+15	서울특별시 중구 남대문시장10길	NULL														
한국관	중구	일반음식점	한식	1	위생등급제	37.56288983	126.9754344	02-777-3331	69-14 (서소문동외1필지(지상34층))	1.11402E+15	서울특별시 중구 세종대로	NULL														
양재골참숯갈비	서초구	일반음식점	한식	1	위생등급제	37.4850087	127.033106	02-581-7003	241 34층 (서초동 세진빌딩)	1.16502E+15	서울특별시 서초구 강남대로	NULL														
나눔떡집	도봉구	즉석판매제조가공업		11	안심떡집	37.64731415	127.0329785	02-999-7888	93 (쌍문동)	1.13204E+15	서울특별시 도봉구 노해로60길															
불암골 떡방아	노원구	즉석판매제조가공업		11	안심떡집	37.65886582	127.0770373	02-934-4988	36 (중계동상가동 101호)	1.13504E+15	서울특별시 노원구 한글비석로14길															
까치네떡방앗간	노원구	즉석판매제조가공업		11	안심떡집	37.62931449	127.0562212	02-907-6507	5 (월계동주공1단지종합상가107)	1.13504E+15	서울특별시 노원구 월계로49길															
낙원떡방앗간	노원구	즉석판매제조가공업		11	안심떡집	37.62931449	127.0562212	02-995-0730	5 (월계동종합상가 1층 108호)	1.13504E+15	서울특별시 노원구 월계로49길															
종로떡방	노원구	즉석판매제조가공업	즉석판매제조가공업	11	안심떡집	37.65915449	127.0707138	02-936-6608	12 (상계동)	1.13504E+15	서울특별시 노원구 상계로27길															
사랑의베이커리	서초구	제과점영업		9	트랜스지방 안심제과점	37.49983787	127.0239976	02-3479-7757	19 (서초동)	1.16504E+15	서울특별시 서초구 강남대로65길															
파리바게뜨	서대문구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.59238628	126.9470766	02-391-9401	52-1 (홍제동266-151 1층1호1층2호1층3호)	1.14103E+15	서울특별시 서대문구 세검정로															
파리바게뜨홍제인왕점	서대문구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.58930773	126.9454167	02-379-3304	27 (홍제동)	1.14104E+15	서울특별시 서대문구 세무서길															
파리바게트(홍제역점)	서대문구	제과점영업		9	트랜스지방 안심제과점	37.58781536	126.9447067	02-3217-8200	5 (홍제동지상1층)	1.14104E+15	서울특별시 서대문구 통일로37길															
뚜레쥬르 홍제3동점	서대문구	제과점영업		9	트랜스지방 안심제과점	37.59253774	126.9472939	02-3216-3366	54 (홍제동지상1층)	1.14103E+15	서울특별시 서대문구 세검정로															
형제떡방	금천구	즉석판매제조가공업		11	안심떡집	37.4563277	126.9019179	02-895-9869	39 (시흥동지상1층)	1.15454E+15	서울특별시 금천구 시흥대로62길															
김용현베이커리	서대문구	제과점영업		9	트랜스지방 안심제과점	37.59918032	126.9483537	02-395-2416	100 (홍은동외 1필지)	1.14103E+15	서울특별시 서대문구 홍은중앙로															
뚜레쥬르홍은점	서대문구	제과점영업		9	트랜스지방 안심제과점	37.58452759	126.9236281	02-374-5505	141 (홍은동)	1.14103E+15	서울특별시 서대문구 가좌로															
파리바게뜨충암점	서대문구	제과점영업		9	트랜스지방 안심제과점	37.58520869	126.9235459	02-372-2559	148 (홍은동)	1.14103E+15	서울특별시 서대문구 가좌로															
파리바게트 서대문행복점	서대문구	제과점영업		9	트랜스지방 안심제과점	37.56446215	126.9650479	02-313-0482	6 (충정로2가)	1.14104E+15	서울특별시 서대문구 충정로9길															
완자떡방아간	구로구	즉석판매제조가공업	즉석판매제조가공업	11	안심떡집	37.49025144	126.884745	02-851-3555	8 (구로동기산프라자 102호116호)	1.15304E+15	서울특별시 구로구 구로동로26길															
쿠헨 브로트	서대문구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.56727961	126.9305232	02-334-8225	28 (연희동)	1.14103E+15	서울특별시 서대문구 연희맛로															
동방떡방앗간	구로구	즉석판매제조가공업		11	안심떡집	37.49053617	126.8847581	02-856-7005	9 (구로동(구로장터길 9))	1.15304E+15	서울특별시 구로구 구로동로26길															
소복히담은떡	구로구	즉석판매제조가공업		11	안심떡집	37.50047286	126.8889317	010-9733-3626	65 (구로동1층)	1.15304E+15	서울특별시 구로구 구로중앙로28길															
예당	구로구	식품제조가공업		11	안심떡집	37.49293755	126.8591715	02-2060-8892	6 113호 (개봉동현대아파트 상가1동)	1.15304E+15	서울특별시 구로구 개봉로20길															
동네빵네협동조합(독일제과)	서대문구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.55608144	126.9358437	02-324-1148	83 (창천동 현대백화점 지층)	1.14103E+15	서울특별시 서대문구 신촌로															
파리바게뜨연희안산점	서대문구	제과점영업		9	트랜스지방 안심제과점	37.57467067	126.9356286	02-322-6222	198 (연희동외1필지 (지상12층))	1.14103E+15	서울특별시 서대문구 연희로															
파리바게뜨(아현점)	서대문구	제과점영업		9	트랜스지방 안심제과점	37.55900654	126.9566752	02-362-2005	18 (북아현동(지상12층))	1.14103E+15	서울특별시 서대문구 북아현로															
파리바게뜨(북가좌은가공원점)	서대문구	제과점영업		9	트랜스지방 안심제과점	37.5824094	126.919618	02-305-5122	87 (북가좌동(지상1층))	1.14104E+15	서울특별시 서대문구 증가로20가길															
뚜레쥬르 가재울뉴타운점	서대문구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.57698902	126.9144888	02-305-0855	32 (북가좌동현대아이파크 상가 103호 (지하3층))	1.14104E+15	서울특별시 서대문구 거북골로14길															
수연떡방	관악구	즉석판매제조가공업		11	안심떡집	37.48189599	126.9419357	016-695-6884	7 (봉천동)	1.16204E+15	서울특별시 관악구 남부순환로206길															
낙원떡집	관악구	즉석판매제조가공업		11	안심떡집	37.47421856	126.9681559	02-2605-9060	23 (봉천동)	1.16204E+15	서울특별시 관악구 인헌3길															
황금시루	관악구	즉석판매제조가공업	즉석판매제조가공업	11	안심떡집	37.48598241	126.9408109	02-2873-8181	50 (봉천동)	1.16203E+15	서울특별시 관악구 은천로															
종로떡집	관악구	즉석판매제조가공업		11	안심떡집	37.48643203	126.9465138	02-875-2169	49 0동 23호 (봉천동)	1.16203E+15	서울특별시 관악구 양녕로															
파리바게트 가재울뉴타운점	서대문구	제과점영업		9	트랜스지방 안심제과점	37.57543689	126.9161433	02-375-3337	120 (남가좌동가재울센트레빌A.상가 3-2a3-2b (지하2층))	1.14103E+15	서울특별시 서대문구 거북골로															
빵굼터 착한빵집	서대문구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.57771517	126.9222358	02-302-8176	138 (남가좌동)	1.14103E+15	서울특별시 서대문구 증가로															
소문난방앗간	관악구	즉석판매제조가공업	즉석판매제조가공업	11	안심떡집	37.48003961	126.958281	02-878-8000	16 (봉천동지상1층)	1.16204E+15	서울특별시 관악구 남부순환로233길															
(주)여의도떡방	강남구	즉석판매제조가공업		11	안심떡집	37.49571899	127.0686415	02-568-2050	3032 지하1층 17호18호19호82호83호 (대치동 미도상가)	1.16802E+15	서울특별시 강남구 남부순환로															
뚜레쥬르 증산역점	서대문구	제과점영업		9	트랜스지방 안심제과점	37.58366473	126.9111662	02-305-6780	259 (북가좌동(101호))	1.14103E+15	서울특별시 서대문구 증가로															
백의민족	강남구	즉석판매제조가공업	즉석판매제조가공업	11	안심떡집	37.49961649	127.0659173	02-566-6839	212 (대치동은마상가 비블럭지하1호)	1.16803E+15	서울특별시 강남구 삼성로															
파리바게뜨명지대점	서대문구	제과점영업		9	트랜스지방 안심제과점	37.57757531	126.9233001	02-303-8202	130 (남가좌동(지상1층))	1.14103E+15	서울특별시 서대문구 증가로															
종로떡폐백	강남구	즉석판매제조가공업	즉석판매제조가공업	11	안심떡집	37.5088047	127.0238738	02-541-6936	40 지상1층 (논현동)	1.16804E+15	서울특별시 강남구 학동로4길															
쉐프과자점	마포구	제과점영업		9	트랜스지방 안심제과점	37.55117908	126.9073208	02-3143-3605	40-1 (합정동)	1.14403E+15	서울특별시 마포구 포은로															
파리바게트(합정역사거리점)	마포구	제과점영업		9	트랜스지방 안심제과점	37.548636	126.9138422	02-322-8203	4 (합정동 12층)	1.14403E+15	서울특별시 마포구 독막로															
해울떡	강남구	즉석판매제조가공업		11	안심떡집	37.51497946	127.0610082	02-544-9108	10 (삼성동1층106호)	1.16804E+15	서울특별시 강남구 영동대로112길															
파리바게뜨	마포구	제과점영업		9	트랜스지방 안심제과점	37.5530742	126.9331257	02-332-4820	111 (창전동)	1.14403E+15	서울특별시 마포구 서강로															
마르메종과자점	마포구	제과점영업		9	트랜스지방 안심제과점	37.57030232	126.9034304	02-307-4836	236 (중동78호)	1.14403E+15	서울특별시 마포구 월드컵북로															
파리바게뜨 성산1동점	마포구	제과점영업		9	트랜스지방 안심제과점	37.56118253	126.9057692	02-338-3433	148 (성산동1층)	1.14403E+15	서울특별시 마포구 월드컵로															
뚜레쥬르마포성산점	마포구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.56812946	126.9083729	02-304-9469	184 (성산동)	1.14403E+15	서울특별시 마포구 월드컵북로															
파리바게뜨합정역점	마포구	제과점영업		9	트랜스지방 안심제과점	37.55129361	126.9158761	02-821-1045	71 (서교동1층)	1.14403E+15	서울특별시 마포구 양화로															
파리바게뜨KBS미디어센터점	마포구	제과점영업		9	트랜스지방 안심제과점	37.5765012	126.8910558	02-812-1597	45 (상암동DMC E3-1 KBS 미디어센터1층상가7-2호)	1.14403E+15	서울특별시 마포구 매봉산로															
파리바게뜨	마포구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.54796851	126.9232037	02-325-7120	40 (상수동창영빌딩 1층)	1.14403E+15	서울특별시 마포구 와우산로															
뚜레쥬르	마포구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.56212561	126.9043238	02-812-2551	163 (망원동12층)	1.14403E+15	서울특별시 마포구 월드컵로															
파리바게트 마포역점	마포구	제과점영업		9	트랜스지방 안심제과점	0	0	02-712-5150	33 (도화동한화오벨리스크 1층114호)	1.14402E+15	서울특별시 마포구 마포대로															
파리바게뜨마포점	마포구	제과점영업		9	트랜스지방 안심제과점	37.53864391	126.9476125	02-703-4214	19 (도화동12층)	1.14403E+15	서울특별시 마포구 삼개로															
일곱시떡집	강남구	식품제조가공업	식품제조가공업	11	안심떡집	37.50947145	127.0238514	02-546-8058	31 (논현동)	1.16804E+15	서울특별시 강남구 학동로4길															
뚜레쥬르	마포구	제과점영업		9	트랜스지방 안심제과점	37.55623434	126.9461199	02-716-3341	194 (대흥동외1필지 1 2층)	1.14403E+15	서울특별시 마포구 대흥로															
뚜레쥬르 구수동점	마포구	제과점영업		9	트랜스지방 안심제과점	0	0	02-717-5999	190 (구수동1층)	1.14403E+15	서울특별시 마포구 토정로															
(주)신라명과공덕역점	마포구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.54352557	126.9519497	02-706-6637	 200(지하1층 공덕역 지하철역사내 5호선)	1.14403E+15	서울특별시 마포구 백범로															
홈플러스 슈퍼익스프레스 태릉점	중랑구	기타식품판매업		10	안심마트	37.59921302	127.0775012	02-491-8546	35 (중화동)	1.12604E+15	서울특별시 중랑구 동일로129길															
파리바게뜨	동작구	제과점영업		9	트랜스지방 안심제과점	37.49791452	126.9209118	02-821-0088	 10-4	1.15904E+15	서울특별시 동작구 여의대방로24길															
롯데쇼핑(주)롯데슈퍼상봉점	중랑구	기타식품판매업	기타식품판매업	10	안심마트	37.59294959	127.0771142	02-2207-5507	23 (상봉동1층)	1.12604E+15	서울특별시 중랑구 망우로32길															
(주)에브리데이리테일 면목동점	중랑구	기타식품판매업	기타식품판매업	10	안심마트	37.57955088	127.0862976	02-432-3100	11 (면목동)	1.12604E+15	서울특별시 중랑구 면목로39길															
파리바게뜨보라매삼성점	동작구	제과점영업		9	트랜스지방 안심제과점	37.49482985	126.9271029	02-825-1338	61 (신대방동(1층))	1.15903E+15	서울특별시 동작구 보라매로															
쉐프 과자점	동작구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.4910603	126.9116423	02-847-1062	22 (신대방동)	1.15903E+15	서울특별시 동작구 여의대방로															
롯데쇼핑(주)롯데슈퍼 신당점	중구	기타식품판매업	기타식품판매업	10	안심마트	37.5484978	127.0076091	02-2232-5602	56 (신당동정은스카이(아) 지하2층)	1.11403E+15	서울특별시 중구 다산로															
팡딜리과자점	동작구	제과점영업		9	트랜스지방 안심제과점	37.50096816	126.9412153	02-957-4488	33 (상도동)	1.15903E+15	서울특별시 동작구 장승배기로															
토모니베이커리	동작구	제과점영업		9	트랜스지방 안심제과점	37.49571186	126.953749	02-822-5918	370 (상도동)	1.15903E+15	서울특별시 동작구 상도로															
파리바게뜨 신대방삼거리역점	동작구	제과점영업		9	트랜스지방 안심제과점	37.49877372	126.9288542	02-821-1045	4 (상도동)	1.15904E+15	서울특별시 동작구 국사봉1길															
서서울농협 하나로마트 사직점	종로구	기타식품판매업		10	안심마트	37.5746552	126.968575	02-725-4008	4 풍림스페이스본 B103호	1.11104E+15	서울특별시 종로구 사직로8길															
(주)지에스리테일GS수퍼종로구기점	종로구	기타식품판매업		10	안심마트	37.60687155	126.9584413	02-379-8486	456 1층	1.11103E+15	서울특별시 종로구 진흥로															
롯데슈퍼 은평점	은평구	기타식품판매업	기타식품판매업	10	안심마트	37.63450428	126.9304652	02-386-8060	117 (진관동)	1.13803E+15	서울특별시 은평구 진관2로															
현대화 마트	은평구	기타식품판매업	기타식품판매업	10	안심마트	37.60315523	126.9114918	02-386-9223	38 (역촌동)	1.13804E+15	서울특별시 은평구 연서로3길															
홈플러스익스프레스 역촌점	은평구	기타식품판매업		10	안심마트	37.60833699	126.9206003	02-3459-0865	95 1층 (역촌동)	1.13803E+15	서울특별시 은평구 서오릉로															
서서울농협하나로마트신사점	은평구	기타식품판매업		10	안심마트	37.60091282	126.910507	02-388-8925	34 (신사동지층)	1.13803E+15	서울특별시 은평구 갈현로															
롯데쇼핑(주)롯데슈퍼갈현점	은평구	기타식품판매업	기타식품판매업	10	안심마트	37.61784331	126.9192581	02-388-5601	215 지상1 지상2층 (갈현동)	1.13803E+15	서울특별시 은평구 연서로															
롯데쇼핑(주)롯데슈퍼 원효로점	용산구	기타식품판매업	기타식품판매업	10	안심마트	37.53793759	126.9679749		341 (원효로1가리첸시아용산 에이동 지하1층(101~111 126호))	1.11703E+15	서울특별시 용산구 백범로															
파리바게뜨 상도4동점	동작구	제과점영업		9	트랜스지방 안심제과점	37.49721061	126.9442082	02-960-0438	29 (상도동외 1필지 파크빌딩 102호)	1.15904E+15	서울특별시 동작구 양녕로26길															
파리바게뜨(상도포스코점)	동작구	제과점영업		9	트랜스지방 안심제과점	37.50156979	126.9407308	02-962-9307	41 (상도동(1층))	1.15903E+15	서울특별시 동작구 장승배기로															
파리바게트 상도건영	동작구	제과점영업		9	트랜스지방 안심제과점	37.50573911	126.9472102	02-822-1597	12 (상도동은혜B/D 103 104 105호)	1.15903E+15	서울특별시 동작구 만양로															
롯데쇼핑(주)롯데수퍼신동아점	용산구	기타식품판매업	기타식품판매업	10	안심마트	37.51738375	126.9851773	02-798-1652	352 (용산동6가지하)	1.11703E+15	서울특별시 용산구 이촌로															
아모르과자점	동작구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.48378835	126.9724438	070 525 8085	222-1 (사당동)	1.15903E+15	서울특별시 동작구 사당로															
뚜레쥬르	동작구	제과점영업		9	트랜스지방 안심제과점	37.51301936	126.9399435	02-815-2152	171 (노량진동)	1.15903E+15	서울특별시 동작구 장승배기로															
파리바게뜨청량리점	동대문구	제과점영업		9	트랜스지방 안심제과점	37.58212459	127.0472101	02-967-1120	225 (청량리동A동 109호 22-1호)	1.12303E+15	서울특별시 동대문구 왕산로															
파리바게뜨	동대문구	제과점영업		9	트랜스지방 안심제과점	37.58967143	127.0367348	02-2216-3304	564 (제기동)	1.12303E+15	서울특별시 동대문구 고산자로															
파리바게뜨까페안암오거리점	동대문구	제과점영업		9	트랜스지방 안심제과점	37.58294469	127.0301288	02-927-1255	80 (제기동(안암로78))	1.12303E+15	서울특별시 동대문구 안암로															
파리바게뜨	동대문구	제과점영업		9	트랜스지방 안심제과점	37.57837934	127.0570206	02-2212-4845	151 (전농동(전농로151))	1.12303E+15	서울특별시 동대문구 전농로															
(주)신세계 영등포점	영등포구	기타식품판매업		10	안심마트	37.51719195	126.9055666	02-2639-1043	9 (영등포동4가)	1.15603E+15	서울특별시 영등포구 영중로															
파리바게트 장안2동점	동대문구	제과점영업		9	트랜스지방 안심제과점	37.57541523	127.0730661	02-923-6579	17 (장안동1층)	1.12304E+15	서울특별시 동대문구 장한로32길															
주식회사 경방유통	영등포구	기타식품판매업	기타식품판매업	10	안심마트	37.51723371	126.903716	02-2639-1201	15 (영등포동4가신세계백화점A관)	1.15603E+15	서울특별시 영등포구 영중로															
뚜레쥬르미강	동대문구	제과점영업	제과점영업	9	트랜스지방 안심제과점	37.57894506	127.0705518	02-2243-0017	229 (장안동(사가정길229))	1.12303E+15	서울특별시 동대문구 사가정로															
파리바게트동답한신	동대문구	제과점영업		9	트랜스지방 안심제과점	37.56909904	127.0641493	02-2216-6164	86 (장안동(한천로86))	1.12303E+15	서울특별시 동대문구 한천로															
파리바게뜨	동대문구	제과점영업		9	트랜스지방 안심제과점	37.59870547	127.0575389	02-965-0310	4 (이문동)	1.12304E+15	서울특별시 동대문구 천장산로7길															
파리바게뜨(동대문구청점)	동대문구	제과점영업		9	트랜스지방 안심제과점	37.57627121	127.0387704	02-969-1721	410 1층 (용두동)	1.12303E+15	서울특별시 동대문구 고산자로															
파리바게뜨 신설동역점	동대문구	제과점영업		9	트랜스지방 안심제과점	37.57589293	127.0248687	02-926-9100	10 (신설동1F)	1.12303E+15	서울특별시 동대문구 왕산로															
(주)농협유통하나로마트 국회점	영등포구	기타식품판매업	기타식품판매업	10	안심마트	37.5329136	126.9164036	02-769-1882	1 (여의도동국회후생관 1층)	1.15602E+15	서울특별시 영등포구 의사당대로															
빵굼터	동대문구	제과점영업		9	트랜스지방 안심제과점	37.57041478	127.0484298	02-2212-6584	231 (답십리동(천호대로65))	1.12302E+15	서울특별시 동대문구 천호대로															
